contract_address,buyer,nft_address,token_id,price,tx_hash,block_number,block_hash,network,tx_index,log_index
0xe7f1725e7734ce288f8367e1bb143e90bb3f0512,0xa0ee7a142d267c1f36714e4a8f75612f20a79720,0x9fe46736679d2d9a65f0992f2272de9f3c7fa6e0,0,10000000,0xe58c4a26cb5265fb3bdbe6df5f8779027862f523af85a6e57663cb20a55e8ab2,658,0x0f7ce61155a2982a77d8f5b65b8c5ccbc5cb98e61893407f8f78cc3605b28dcc,anvil
